Date,Open,High,Low,Close,Adj Close,Volume
2019-12-20,85.540001,85.540001,85.540001,85.540001,83.639160,0
2019-12-23,85.620003,85.620003,85.620003,85.620003,83.717392,0
2019-12-24,85.610001,85.610001,85.610001,85.610001,83.707611,0
2019-12-26,86.050003,86.050003,86.050003,86.050003,84.137825,0
2019-12-27,86.059998,86.059998,86.059998,86.059998,84.147598,0
2019-12-30,85.570000,85.570000,85.570000,85.570000,83.668488,0
2019-12-31,85.830002,85.830002,85.830002,85.830002,83.922722,0
2020-01-02,86.550003,86.550003,86.550003,86.550003,84.626717,0
2020-01-03,85.949997,85.949997,85.949997,85.949997,84.040039,0
2020-01-06,86.250000,86.250000,86.250000,86.250000,84.333374,0
2020-01-07,86.019997,86.019997,86.019997,86.019997,84.108490,0
2020-01-08,86.449997,86.449997,86.449997,86.449997,84.528946,0
2020-01-09,87.040001,87.040001,87.040001,87.040001,85.105827,0
2020-01-10,86.790001,86.790001,86.790001,86.790001,84.861382,0
2020-01-13,87.400002,87.400002,87.400002,87.400002,85.457832,0
2020-01-14,87.269997,87.269997,87.269997,87.269997,85.330711,0
2020-01-15,87.440002,87.440002,87.440002,87.440002,85.496941,0
2020-01-16,88.169998,88.169998,88.169998,88.169998,86.210724,0
2020-01-17,88.510002,88.510002,88.510002,88.510002,86.543159,0
2020-01-21,88.279999,88.279999,88.279999,88.279999,86.318275,0
2020-01-22,88.309998,88.309998,88.309998,88.309998,86.347610,0
2020-01-23,88.410004,88.410004,88.410004,88.410004,86.445381,0
2020-01-24,87.620003,87.620003,87.620003,87.620003,85.672935,0
2020-01-27,86.239998,86.239998,86.239998,86.239998,84.323601,0
2020-01-28,87.110001,87.110001,87.110001,87.110001,85.174278,0
2020-01-29,87.029999,87.029999,87.029999,87.029999,85.096054,0
2020-01-30,87.320000,87.320000,87.320000,87.320000,85.379608,0
2020-01-31,85.779999,85.779999,85.779999,85.779999,83.873817,0
2020-02-03,86.400002,86.400002,86.400002,86.400002,84.480049,0
2020-02-04,87.690002,87.690002,87.690002,87.690002,85.741394,0
2020-02-05,88.680000,88.680000,88.680000,88.680000,86.709373,0
2020-02-06,88.989998,88.989998,88.989998,88.989998,87.012497,0
2020-02-07,88.529999,88.529999,88.529999,88.529999,86.562721,0
2020-02-10,89.190002,89.190002,89.190002,89.190002,87.208054,0
2020-02-11,89.339996,89.339996,89.339996,89.339996,87.354706,0
2020-02-12,89.919998,89.919998,89.919998,89.919998,87.921829,0
2020-02-13,89.800003,89.800003,89.800003,89.800003,87.804497,0
2020-02-14,89.980003,89.980003,89.980003,89.980003,87.980499,0
2020-02-18,89.720001,89.720001,89.720001,89.720001,87.726273,0
2020-02-19,90.160004,90.160004,90.160004,90.160004,88.156494,0
2020-02-20,89.820000,89.820000,89.820000,89.820000,87.824051,0
2020-02-21,88.879997,88.879997,88.879997,88.879997,86.904938,0
2020-02-24,85.910004,85.910004,85.910004,85.910004,84.000946,0
2020-02-25,83.309998,83.309998,83.309998,83.309998,81.458717,0
2020-02-26,82.989998,82.989998,82.989998,82.989998,81.145821,0
2020-02-27,79.339996,79.339996,79.339996,79.339996,77.576927,0
2020-02-28,78.699997,78.699997,78.699997,78.699997,76.951157,0
2020-03-02,82.330002,82.330002,82.330002,82.330002,80.500496,0
2020-03-03,80.010002,80.010002,80.010002,80.010002,78.232048,0
2020-03-04,83.389999,83.389999,83.389999,83.389999,81.536942,0
2020-03-05,80.580002,80.580002,80.580002,80.580002,78.789383,0
2020-03-06,79.209999,79.209999,79.209999,79.209999,77.449821,0
2020-03-09,73.199997,73.199997,73.199997,73.199997,71.573372,0
2020-03-10,76.820000,76.820000,76.820000,76.820000,75.112930,0
2020-03-11,73.070000,73.070000,73.070000,73.070000,71.446266,0
2020-03-12,66.139999,66.139999,66.139999,66.139999,64.670258,0
2020-03-13,72.300003,72.300003,72.300003,72.300003,70.693382,0
