Date,Open,High,Low,Close,Adj Close,Volume
2019-12-16,28.170000,28.170000,28.170000,28.170000,27.652372,0
2019-12-23,28.120001,28.309999,28.120001,28.309999,27.847094,0
2019-12-30,28.219999,28.670000,27.980000,28.670000,28.201208,0
2020-01-06,28.530001,28.530001,28.209999,28.530001,28.063496,0
2020-01-13,28.450001,28.780001,28.450001,28.459999,27.994640,0
2020-01-20,28.750000,29.270000,28.750000,29.270000,28.791395,0
2020-01-27,29.719999,29.980000,29.490000,29.980000,29.489790,0
2020-02-03,29.969999,29.969999,29.270000,29.730000,29.297985,0
2020-02-10,29.830000,29.830000,29.540001,29.760000,29.327551,0
2020-02-17,29.959999,30.459999,29.959999,30.459999,30.017378,0
2020-02-24,30.930000,31.900000,30.930000,31.900000,31.436453,0
2020-03-02,31.660000,34.169998,31.660000,34.169998,33.725269,0
2020-03-09,35.080002,35.080002,31.790001,31.790001,31.376245,0
2020-03-16,33.430000,33.430000,30.120001,32.130001,31.711817,0
2020-03-23,33.450001,34.090000,33.040001,34.090000,33.646305,0
2020-03-30,33.880001,34.459999,33.639999,34.459999,34.011494,0
2020-04-06,34.270000,34.270000,33.740002,33.820000,33.437065,0
2020-04-13,33.570000,34.799999,33.570000,34.349998,33.961060,0
2020-04-20,34.619999,35.040001,34.619999,34.980000,34.583935,0
2020-04-27,34.360001,34.750000,34.169998,34.419998,34.030273,0
2020-05-04,34.279999,34.279999,33.549999,33.689999,33.358700,0
2020-05-11,33.419998,34.290001,33.419998,34.200001,33.863682,0
2020-05-18,33.490002,33.930000,33.490002,33.930000,33.596336,0
2020-05-25,33.549999,33.549999,33.380001,33.529999,33.200275,0
2020-06-01,33.340000,33.340000,32.099998,32.099998,31.833927,0
2020-06-08,32.209999,33.650002,32.209999,33.330002,33.053738,0
2020-06-15,33.349998,33.349998,32.880001,33.340000,33.063648,0
2020-06-22,33.360001,33.910000,33.150002,33.910000,33.628925,0
2020-06-29,33.820000,33.820000,33.540001,33.580002,33.301666,0
2020-07-06,33.450001,34.279999,33.450001,34.110001,33.876350,0
2020-07-13,34.220001,34.270000,34.110001,34.200001,33.965733,0
2020-07-20,34.279999,34.779999,34.279999,34.779999,34.541763,0
2020-07-27,34.650002,35.049999,34.650002,34.980000,34.740391,0
2020-08-03,34.830002,35.139999,34.810001,34.810001,34.618965,0
2020-08-10,34.660000,34.660000,33.490002,33.490002,33.306206,0
2020-08-17,33.580002,34.090000,33.580002,34.090000,33.902916,0
2020-08-24,34.020000,34.020000,33.090000,33.090000,32.908405,0
2020-08-31,33.240002,34.020000,33.240002,33.389999,33.206757,0
2020-09-07,33.590000,33.720001,33.490002,33.720001,33.583664,0
2020-09-14,33.720001,33.720001,33.540001,33.540001,33.404392,0
2020-09-21,33.700001,33.849998,33.680000,33.849998,33.713139,0
2020-09-28,33.770000,33.799999,33.380001,33.380001,33.245037,0
2020-10-05,32.759998,32.930000,32.689999,32.849998,32.760799,0
2020-10-12,32.950001,33.250000,32.950001,33.119999,33.030064,0
2020-10-19,32.990002,32.990002,32.250000,32.439999,32.351913,0
2020-10-26,32.740002,32.980000,32.299999,32.299999,32.212292,0
2020-11-02,32.529999,33.090000,32.360001,32.700001,32.656189,0
2020-11-09,32.700001,32.700001,31.870001,32.439999,32.396534,0
2020-11-16,32.369999,33.099998,32.369999,33.099998,33.055649,0
2020-11-23,32.950001,32.950001,32.549999,32.840000,32.795998,0
2020-11-30,32.759998,32.759998,31.840000,31.840000,31.797338,0
2020-12-07,32.119999,32.549999,32.119999,32.549999,32.549999,0
2020-12-14,32.459999,32.459999,32.099998,32.099998,32.099998,0
