Date,Open,High,Low,Close,Adj Close,Volume
2019-12-16,80.989998,81.040001,80.980003,81.019997,79.102394,2349400
2019-12-23,80.849998,81.010002,80.769997,80.980003,79.063362,5953000
2019-12-30,80.980003,81.160004,80.940002,81.139999,79.418541,6016500
2020-01-06,81.180000,81.199997,80.800003,81.169998,79.447906,7606200
2020-01-13,81.160004,81.230003,81.000000,81.199997,79.477280,35409000
2020-01-20,81.260002,81.459999,81.250000,81.430000,79.702400,8773200
2020-01-27,81.529999,81.769997,81.459999,81.769997,80.035187,12905800
2020-02-03,81.519997,81.589996,81.370003,81.510002,79.780701,12161300
2020-02-10,81.550003,81.570000,81.459999,81.529999,79.982208,6557400
2020-02-17,81.529999,81.739998,81.529999,81.690002,80.139183,7969200
2020-02-24,81.830002,82.139999,81.769997,82.110001,80.551201,17289100
2020-03-02,82.050003,82.500000,81.830002,82.239998,80.678719,20496800
2020-03-09,82.029999,82.059998,77.669998,78.580002,77.240601,40698200
2020-03-16,75.980003,78.300003,71.190002,72.970001,71.726227,63892100
2020-03-23,75.000000,78.559998,75.000000,78.410004,77.073502,33239500
2020-03-30,78.260002,79.370003,78.260002,78.349998,77.014526,19590700
2020-04-06,78.779999,83.500000,78.419998,81.080002,79.902046,21161600
2020-04-13,81.000000,81.279999,80.519997,81.180000,80.000587,23042100
2020-04-20,81.169998,81.199997,80.449997,80.800003,79.626106,13211800
2020-04-27,80.849998,81.089996,80.650002,80.800003,79.626106,19260200
2020-05-04,80.779999,80.989998,80.769997,80.860001,79.851685,15676800
2020-05-11,80.860001,81.330002,80.800003,81.260002,80.246689,14384300
2020-05-18,81.279999,81.739998,81.220001,81.690002,80.671326,16104700
2020-05-25,81.769997,82.089996,81.699997,82.089996,81.066338,20342200
2020-06-01,81.930000,82.269997,81.900002,82.139999,81.115707,24940300
2020-06-08,82.269997,82.339996,81.949997,82.059998,81.208847,23085000
2020-06-15,81.959999,82.720001,81.949997,82.489998,81.634384,18467600
2020-06-22,82.540001,82.610001,82.440002,82.570000,81.713562,12767500
2020-06-29,82.570000,82.709999,82.389999,82.620003,81.763046,9280100
2020-07-06,82.709999,82.709999,82.540001,82.580002,81.874008,9643100
2020-07-13,82.650002,82.800003,82.580002,82.800003,82.092133,12908500
2020-07-20,82.820000,82.959999,82.790001,82.900002,82.191284,12508400
2020-07-27,82.949997,83.110001,82.849998,83.099998,82.389565,10629300
2020-08-03,82.949997,83.089996,82.889999,83.040001,82.330078,9938300
2020-08-10,83.029999,83.099998,82.809998,82.849998,82.298180,11689900
2020-08-17,82.860001,83.000000,82.839996,83.000000,82.447174,14160500
2020-08-24,83.000000,83.050003,82.910004,83.040001,82.486908,11908000
2020-08-31,83.070000,83.110001,82.870003,82.870003,82.318047,12018000
2020-09-07,82.870003,82.980003,82.849998,82.959999,82.550507,7604000
2020-09-14,82.940002,83.029999,82.930000,82.949997,82.540550,9190200
2020-09-21,82.970001,83.000000,82.680000,82.720001,82.311699,13118500
2020-09-28,82.730003,82.860001,82.660004,82.790001,82.381348,14734400
2020-10-05,82.800003,82.870003,82.720001,82.870003,82.601540,12008100
2020-10-12,82.919998,82.959999,82.860001,82.930000,82.661339,10152100
2020-10-19,82.910004,82.940002,82.849998,82.910004,82.641411,9646000
2020-10-26,82.900002,82.959999,82.779999,82.779999,82.511818,12218900
2020-11-02,82.709999,82.940002,82.639999,82.839996,82.571625,19250000
2020-11-09,82.910004,83.000000,82.730003,82.849998,82.721497,15042100
2020-11-16,82.870003,83.040001,82.849998,82.959999,82.831322,19741300
2020-11-23,82.870003,83.099998,82.870003,83.089996,82.961121,8571000
2020-11-30,83.089996,83.169998,82.949997,82.989998,82.861275,14402400
2020-12-07,82.989998,83.110001,82.930000,83.059998,83.059998,12906300
2020-12-14,83.099998,83.400002,83.040001,83.169998,83.169998,16174300
2020-12-18,83.169998,83.190002,83.139999,83.169998,83.169998,3857087
